season,team,conference,wins,losses,win_pct,adj_margin,strength_of_schedule,points_per_game,points_allowed_per_game,ft_pct,three_pt_pct,three_pa_rate,ft_rate,off_rebound_pct,def_rebound_pct,turnover_pct,adj_offense,adj_defense,coach,coach_years_at_school,coach_ncaa_games,coach_sweet16s,coach_finalfours,road_wins,road_losses,neutral_wins,neutral_losses,net_rank,quad1_wins,quad2_wins,tempo,opp_turnover_pct,opp_three_pt_pct,close_game_record,last10_win_pct,last10_adj_margin,avg_age,underclass_minutes_pct,freshman_minutes_pct,freshman_guard_minutes_pct,sophomore_minutes_pct,junior_minutes_pct,senior_minutes_pct,returning_starters,returning_minutes_pct,primary_guard_experience_score,backcourt_experience_score,frontcourt_experience_score,bench_minutes_pct,bench_points_pct,injury_flag,star_player_flag,chicago_guard_count,nyc_guard_count,indiana_guard_count,texas_big_count,southern_big_count,west_coast_wing_count,local_site_player_count,host_state_player_count,wab,barthag,eff_fg_pct,opp_eff_fg_pct,adj_offense_pctile,adj_defense_pctile,adj_margin_pctile,turnover_pct_pctile,off_rebound_pct_pctile,def_rebound_pct_pctile,ft_pct_pctile,scoring_balance,neutral_win_pct,road_win_pct,road_neutral_win_pct,defense_score,efficiency_score,guard_play_score,clutch_score,rebounding_score,region_bias_score,committee_alignment_score,model_vs_committee_gap,pbp_composite,contender_score,upset_risk_score,expected_round,predicted_seed_line,title_darkhorse_flag,fraud_favorite_flag,dangerous_low_seed_flag,underseeded_flag,overseeded_flag,model_rank
2026,Miami,18,31,175,0.969,5.38,-5.48,90.7,75.3,74.9,39.2,26.7,23.6,8.3,27.2,10.5,89.1,76.9,,,,,,,,,,64.0,,,,,,0.333,0.333,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.73972602739727,12.876712328767123,31.232876712328768,4.383561643835616,98.76712328767124,73.83561643835617,23.013698630136986,,0.5,0.5,0.5,60.9,72.9,71.8,55.2,23.7,50.1,64.6,8.3,50.0,60.1,35.0,Elite 8,5,False,False,True,False,False,78
2026,Nevada-Las Vegas,11,17,197,0.515,5.64,6.11,79.4,78.6,68.7,34.9,21.1,24.1,11.1,23.9,12.1,81.2,76.8,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57534246575342,12.465753424657535,30.684931506849317,12.876712328767123,91.36986301369862,92.46575342465754,83.56164383561644,,0.5,0.5,0.5,56.5,75.2,54.0,72.4,20.7,50.1,62.3,12.9,50.0,60.0,33.6,Elite 8,6,False,False,True,False,False,79
2026,Richmond,5,15,252,0.469,1.0,0.3,76.7,73.9,75.3,37.5,42.2,37.2,25.1,31.1,14.5,110.3,109.3,,,,,,,,,,165.0,,,68.6,17.6,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.9,0.5268,52.9,51.7,32.73972602739726,60.68493150684932,40.821917808219176,27.671232876712327,76.84931506849315,35.205479452054796,18.904109589041095,,0.5,0.5,0.5,57.0,49.3,66.2,87.9,45.2,50.1,50.1,-0.8,50.0,59.9,34.2,Sweet 16,7,False,False,True,False,False,80
2026,Murray State,12,20,192,0.625,4.2,0.51,83.3,79.9,75.7,34.8,44.8,39.1,33.0,31.3,16.2,115.3,111.1,,,,,,,,,,105.0,,,72.8,16.0,36.3,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,-5.3,0.6051,53.8,52.3,18.767123287671232,69.04109589041096,33.42465753424658,50.821917808219176,19.17808219178082,33.28767123287671,15.342465753424658,,0.5,0.5,0.5,41.9,58.0,58.0,78.6,73.3,50.1,64.0,-6.0,50.0,59.9,39.0,Sweet 16,5,False,False,True,False,False,81
2026,Miami,13,25,174,0.758,18.05,7.29,81.9,71.2,68.5,34.7,18.9,22.4,12.2,25.1,11.2,84.1,69.0,,,,,,,,,,32.0,,,,,,0.333,0.333,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.65753424657534,3.8356164383561646,10.95890410958904,8.904109589041095,87.3972602739726,87.53424657534246,85.61643835616438,,0.5,0.5,0.5,60.9,89.7,54.3,37.1,28.1,50.1,84.7,5.0,50.0,59.8,38.9,Sweet 16,3,False,False,True,False,False,82
2026,Oklahoma State,6,19,228,0.576,10.8,10.57,84.3,82.9,75.1,34.2,36.5,39.4,30.7,30.3,16.3,116.5,105.7,,,,,,,,,,75.0,,,73.2,16.3,35.5,0.5,0.333,-6.8,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,0.7538,52.2,52.7,16.027397260273972,44.52054794520548,21.506849315068493,52.054794520547944,36.986301369863014,42.6027397260274,20.82191780821918,,0.5,0.5,0.5,50.4,69.7,55.9,55.9,64.4,50.1,67.0,2.7,50.0,59.7,41.1,Sweet 16,5,False,False,True,False,False,83
2026,Louisiana State,3,15,152,0.469,12.8,9.76,81.4,78.5,76.4,33.3,34.6,41.3,33.1,31.7,15.7,118.6,105.8,,,,,,,,,,78.0,,,67.4,14.1,35.6,0.0,0.0,-15.5,,,,,,,,,,,,,,,,,,,,,,,,,-3.9,0.7879,52.8,50.8,13.424657534246576,45.20547945205479,17.26027397260274,42.87671232876713,18.21917808219178,27.671232876712327,11.643835616438356,,0.5,0.5,0.5,50.8,71.1,58.7,41.0,78.9,50.1,57.8,13.3,50.0,59.6,44.5,Sweet 16,6,False,False,True,False,False,84
2026,Grand Canyon,13,20,106,0.625,12.9,4.07,75.6,68.7,75.3,31.5,39.0,38.2,31.6,25.3,17.7,109.6,96.7,,,,,,,,,,71.0,,,68.9,17.4,31.8,0.5,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,0.808,51.6,47.3,34.794520547945204,22.19178082191781,16.71232876712329,73.6986301369863,29.863013698630137,86.16438356164383,18.904109589041095,,0.5,0.5,0.5,56.6,71.5,47.1,60.3,53.3,50.1,71.2,0.3,50.0,59.6,39.7,Sweet 16,4,False,False,True,False,False,85
2026,Kent State,14,24,137,0.727,-0.1,-2.45,85.1,79.6,74.2,35.8,27.5,26.4,13.1,26.5,13.2,84.4,80.3,,,,,,,,,,140.0,,,,,,1.0,0.333,-14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.38356164383562,15.753424657534246,45.34246575342466,18.356164383561644,85.2054794520548,80.27397260273973,32.87671232876712,,0.5,0.5,0.5,57.3,66.5,64.4,71.7,24.8,50.1,55.4,11.1,50.0,59.5,34.2,Sweet 16,6,False,False,True,False,False,86
2026,Marist,12,19,161,0.613,-3.62,-8.59,69.7,63.8,78.3,32.800000000000004,20.3,14.7,10.0,25.8,11.2,67.1,66.4,,,,,,,,,,181.0,,,,,,1.0,0.4,-6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.21917808219179,1.095890410958904,57.534246575342465,8.904109589041095,96.16438356164385,82.73972602739727,3.5616438356164384,,0.5,0.5,0.5,62.8,56.8,68.2,82.8,16.5,50.1,39.4,17.4,50.0,59.2,31.9,Sweet 16,9,False,False,True,True,False,87
2026,Missouri,10,20,184,0.625,16.3,8.77,79.7,75.3,68.60000000000001,34.9,36.4,42.5,35.5,31.6,17.8,119.4,103.1,,,,,,,,,,58.0,,,67.3,16.7,36.7,0.6,0.4,-5.8,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.8431,55.5,51.4,10.821917808219178,36.02739726027397,12.73972602739726,75.20547945205479,7.671232876712329,30.0,84.24657534246576,,0.5,0.5,0.5,52.1,75.6,38.3,43.2,83.8,50.1,70.7,4.9,50.0,59.2,46.3,Sweet 16,5,False,False,True,False,False,88
2026,UNC Wilmington,15,26,329,0.813,2.51,-5.03,77.0,67.7,68.7,35.7,22.4,24.4,13.2,26.8,10.0,75.5,69.2,,,,,,,,,,,,,,,,0.5,0.75,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.68493150684932,4.2465753424657535,37.397260273972606,1.5068493150684932,84.65753424657534,77.67123287671232,83.56164383561644,,0.5,0.5,0.5,63.5,74.6,58.4,53.1,27.5,50.1,72.4,2.2,50.0,59.2,37.3,Sweet 16,4,False,False,True,False,False,89
2026,Central Arkansas,15,22,44,0.647,-1.33,-4.64,80.9,74.7,70.89999999999999,35.0,30.6,18.7,10.8,25.1,10.9,79.5,76.1,,,,,,,,,,,,,,,,1.0,0.5,-8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3972602739726,11.506849315068493,50.136986301369866,7.808219178082192,92.87671232876711,87.53424657534246,65.20547945205479,,0.5,0.5,0.5,58.3,71.8,59.2,67.3,17.8,50.1,67.0,4.8,50.0,58.8,34.8,Sweet 16,5,False,False,True,False,False,90
2026,Oregon State,9,17,233,0.515,0.8,3.83,71.1,74.2,77.2,35.0,23.5,22.8,8.6,23.8,11.9,72.2,73.1,,,,,,,,,,170.0,,,,,,0.5,0.333,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.06849315068493,8.493150684931507,41.369863013698634,11.36986301369863,98.35616438356163,93.42465753424658,6.986301369863014,,0.5,0.5,0.5,57.9,68.2,70.0,66.5,15.0,50.1,48.4,19.8,50.0,58.8,34.0,Sweet 16,7,False,False,True,True,False,91
2026,Stephen F. Austin,20,28,294,0.848,9.9,-4.6,76.4,65.9,68.10000000000001,36.4,39.9,30.6,34.9,28.5,14.1,112.9,103.0,,,,,,,,,,89.0,,,66.9,17.2,29.4,0.5,1.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,-0.35,0.7426,52.1,47.3,24.52054794520548,35.342465753424655,23.013698630136986,23.424657534246577,10.821917808219178,64.65753424657534,88.4931506849315,,0.5,0.5,0.5,62.7,62.3,52.8,49.3,68.2,50.1,67.4,-5.1,50.0,58.7,43.4,Sweet 16,5,False,False,True,False,False,92
2026,Butler,7,16,35,0.5,12.1,8.64,79.4,77.5,71.89999999999999,32.8,35.3,42.4,34.9,30.2,16.1,116.8,104.7,,,,,,,,,,84.0,,,69.9,15.2,32.6,0.5,0.25,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,-3.6,0.7796,50.9,51.5,15.342465753424658,41.50684931506849,19.589041095890412,49.31506849315068,10.821917808219178,45.06849315068493,56.71232876712329,,0.5,0.5,0.5,55.8,69.1,47.5,44.9,75.7,50.1,59.7,9.4,50.0,58.7,45.1,Sweet 16,6,False,False,True,False,False,93
2026,Montana State,12,18,188,0.563,1.1,-1.04,77.9,71.4,74.5,37.1,26.7,17.6,9.3,23.8,10.0,77.6,71.7,,,,,,,,,,128.0,,,,,,0.333,0.6,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.04109589041096,7.123287671232877,40.41095890410959,1.5068493150684932,97.26027397260275,93.42465753424658,26.71232876712329,,0.5,0.5,0.5,59.3,69.6,71.1,59.1,15.7,50.1,55.3,14.3,50.0,58.4,35.3,Sweet 16,6,False,False,True,False,False,94
2026,Northern Kentucky,10,20,220,0.588,-2.43,-4.65,83.1,77.5,71.39999999999999,34.2,27.6,22.4,11.9,23.5,11.8,81.7,78.9,,,,,,,,,,,,,,,,1.0,0.75,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3013698630137,15.068493150684931,52.32876712328767,10.547945205479452,88.35616438356165,95.75342465753425,62.054794520547944,,0.5,0.5,0.5,55.2,71.2,58.0,71.1,16.5,50.1,66.8,4.4,50.0,58.4,34.7,Sweet 16,5,False,False,True,False,False,95
2026,George Mason,11,23,97,0.719,5.9,1.19,73.3,67.5,72.8,33.7,35.2,42.2,31.1,28.5,15.9,111.6,105.7,,,,,,,,,,92.0,,,64.6,15.8,32.6,1.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,0.6529,53.3,49.5,28.767123287671232,44.52054794520548,29.863013698630137,46.16438356164384,34.93150684931507,64.65753424657534,48.76712328767123,,0.5,0.5,0.5,52.1,61.4,51.0,70.1,56.0,50.1,69.1,-7.7,50.0,58.3,39.9,Sweet 16,5,False,False,True,False,False,96
2026,Florida State,10,18,92,0.545,12.2,9.26,80.4,77.9,71.3,32.5,50.7,34.8,31.3,33.1,15.4,115.8,103.6,,,,,,,,,,62.0,,,71.7,18.9,34.6,0.0,0.0,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,0.7808,51.6,52.0,17.671232876712327,38.63013698630137,19.17808219178082,38.21917808219178,32.465753424657535,14.657534246575343,62.87671232876713,,0.5,0.5,0.5,64.9,71.1,48.5,27.6,76.7,50.1,63.2,7.9,50.0,58.3,47.7,Sweet 16,5,False,False,True,False,False,97
2026,Portland State,13,20,240,0.645,0.07,-2.64,76.6,70.3,70.8,32.5,20.5,21.3,11.2,25.7,11.6,75.8,71.1,,,,,,,,,,146.0,,,,,,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.13698630136986,6.301369863013699,43.83561643835616,9.863013698630137,90.95890410958904,83.15068493150685,65.75342465753424,,0.5,0.5,0.5,60.8,66.2,55.0,71.4,21.5,50.1,55.3,10.9,50.0,58.2,35.6,Sweet 16,6,False,False,True,False,False,98
2026,Marshall,11,19,163,0.594,-2.82,-4.4,81.1,78.0,73.2,36.8,27.4,17.9,11.3,25.5,11.7,79.8,79.3,,,,,,,,,,171.0,,,,,,1.0,0.75,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.12328767123287,15.342465753424658,54.24657534246575,10.136986301369863,90.54794520547945,84.52054794520548,43.15068493150685,,0.5,0.5,0.5,57.4,61.1,65.5,76.4,19.1,50.1,48.0,13.1,50.0,58.2,34.2,Sweet 16,7,False,False,True,False,False,99
2026,Merrimack,17,23,173,0.676,-4.27,-6.33,68.5,66.5,78.8,32.7,24.6,20.4,8.1,20.6,9.6,66.6,68.4,,,,,,,,,,180.0,,,,,,0.667,0.571,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9041095890411,2.6027397260273974,59.726027397260275,0.9589041095890412,99.45205479452055,99.86301369863013,2.054794520547945,,0.5,0.5,0.5,59.7,57.7,70.4,81.6,8.6,50.1,46.8,10.9,50.0,58.0,32.2,Sweet 16,8,False,False,True,False,False,100
2026,North Texas,9,19,214,0.576,1.1,1.16,70.9,67.4,69.3,29.0,32.3,38.6,34.1,33.3,17.2,102.4,101.3,,,,,,,,,,137.0,,,65.8,21.5,31.2,1.0,0.667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,-6.8,0.5304,46.4,48.7,64.38356164383562,29.315068493150687,40.41095890410959,67.3972602739726,14.246575342465754,13.287671232876713,78.21917808219177,,0.5,0.5,0.5,72.4,52.5,35.5,56.3,81.1,50.1,57.7,-5.2,50.0,57.9,45.8,Sweet 16,6,False,False,True,False,False,101
2026,Winthrop,13,23,358,0.676,-0.64,-4.42,83.6,75.5,73.1,33.900000000000006,27.8,27.0,13.9,27.3,10.9,82.3,76.8,,,,,,,,,,131.0,,,,,,0.5,0.5,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.89041095890411,12.465753424657535,47.12328767123288,7.808219178082192,83.56164383561644,72.46575342465754,44.794520547945204,,0.5,0.5,0.5,61.0,65.4,61.8,59.5,27.9,50.1,55.3,10.1,50.0,57.7,38.0,Sweet 16,6,False,False,True,False,False,102
2026,Northern Iowa,11,23,219,0.657,8.52,1.52,69.9,61.3,69.89999999999999,35.5,21.9,14.0,6.9,25.1,9.3,70.4,60.8,,,,,,,,,,72.0,,,,,,0.0,0.75,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7123287671233,0.273972602739726,25.47945205479452,0.273972602739726,100.0,87.53424657534246,73.42465753424658,,0.5,0.5,0.5,63.0,78.1,60.3,42.3,19.5,50.1,71.4,6.7,50.0,57.5,39.2,Sweet 16,4,False,False,True,False,False,103
2026,Minnesota,8,15,180,0.469,13.5,8.96,70.0,68.5,70.0,34.5,47.2,36.3,27.3,29.8,16.4,114.8,101.3,,,,,,,,,,80.0,,,63.5,17.2,34.4,0.667,0.375,-6.6,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,0.8077,54.0,51.8,19.863013698630137,29.315068493150687,15.890410958904111,53.42465753424658,65.20547945205479,50.68493150684932,72.6027397260274,,0.5,0.5,0.5,57.9,71.8,45.5,50.3,50.0,50.1,60.8,11.0,50.0,57.5,42.7,Sweet 16,6,False,False,True,False,False,104
2026,Georgetown,6,16,99,0.471,9.4,8.52,73.6,72.9,74.0,32.3,35.6,38.0,32.0,31.7,15.5,113.9,104.5,,,,,,,,,,90.0,,,67.5,16.4,33.4,0.0,0.0,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,0.729,49.9,50.3,21.91780821917808,40.68493150684932,24.10958904109589,40.0,27.397260273972602,27.671232876712327,35.342465753424655,,0.5,0.5,0.5,60.7,65.8,53.2,34.9,73.4,50.1,56.2,9.6,50.0,57.5,47.0,Sweet 16,6,False,False,True,False,False,105
2026,Towson,9,19,315,0.559,-0.81,-1.43,69.2,66.1,69.5,30.3,21.0,17.8,13.5,25.6,10.3,68.8,66.5,,,,,,,,,,159.0,,,,,,1.0,0.6,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.26027397260275,1.36986301369863,47.94520547945205,3.0136986301369864,84.38356164383562,83.83561643835617,76.16438356164383,,0.5,0.5,0.5,63.1,65.3,52.4,66.7,23.4,50.1,51.8,13.5,50.0,57.4,37.3,Sweet 16,7,False,False,True,False,False,106
2026,Marquette,7,12,162,0.375,9.0,9.85,75.2,75.8,67.5,31.9,41.7,33.0,29.6,35.1,16.2,110.5,101.5,,,,,,,,,,93.0,,,70.0,19.5,32.7,0.5,0.286,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,-6.8,0.7265,50.5,50.3,32.054794520547944,30.273972602739725,24.93150684931507,50.821917808219176,46.986301369863014,6.575342465753424,92.05479452054794,,0.5,0.5,0.5,72.7,65.6,38.6,35.1,71.8,50.1,54.6,11.0,50.0,57.4,47.5,Sweet 16,7,False,False,True,False,False,107
2026,Southern Mississippi,9,19,288,0.543,7.1,-4.5,74.7,73.9,73.3,32.6,40.3,30.9,30.0,30.8,16.1,112.6,105.5,,,,,,,,,,214.0,,,70.4,12.9,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2,0.6787,51.7,51.0,25.753424657534246,43.6986301369863,27.534246575342465,49.31506849315068,43.42465753424658,37.67123287671233,42.054794520547944,,0.5,0.5,0.5,52.2,51.3,50.1,77.9,62.0,50.1,47.5,3.8,50.0,57.3,40.8,Sweet 16,7,False,False,True,False,False,108
2026,South Carolina Upstate,5,13,276,0.406,19.5,-5.54,74.2,73.7,68.5,38.0,44.0,34.5,28.6,30.5,13.2,122.0,102.5,,,,,,,,,,,,,70.0,18.3,35.0,0.0,0.0,-15.7,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.8814,55.1,52.5,6.8493150684931505,33.013698630136986,8.767123287671232,18.356164383561644,55.205479452054796,40.273972602739725,85.61643835616438,,0.5,0.5,0.5,62.0,74.4,55.4,24.6,59.6,50.1,54.7,19.7,50.0,57.1,46.8,Sweet 16,7,False,False,True,True,False,109
2026,Liberty,17,25,144,0.781,5.7,-1.55,78.2,70.4,70.5,39.6,48.6,32.0,18.6,32.8,13.8,117.5,111.8,,,,,,,,,,106.0,,,64.8,17.3,38.0,1.0,1.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,0.6393,60.2,52.7,14.246575342465754,72.05479452054794,30.273972602739725,22.054794520547947,82.73972602739727,17.26027397260274,68.9041095890411,,0.5,0.5,0.5,47.7,58.8,58.3,68.5,50.9,50.1,66.8,-8.0,50.0,56.9,40.6,Sweet 16,5,False,False,True,False,False,110
2026,Providence,7,15,244,0.455,11.5,9.54,85.3,84.0,75.7,35.8,40.9,37.0,32.6,30.7,16.9,120.8,109.3,,,,,,,,,,81.0,,,72.3,13.2,35.7,0.333,0.143,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,-5.2,0.7605,54.9,51.6,9.178082191780822,60.68493150684932,20.273972602739725,60.95890410958904,22.73972602739726,38.49315068493151,15.342465753424658,,0.5,0.5,0.5,40.8,69.0,57.3,45.0,72.5,50.1,58.3,10.7,50.0,56.8,46.2,Sweet 16,6,False,False,True,False,False,111
2026,California Baptist,13,24,41,0.75,2.54,-2.92,73.3,67.8,71.6,33.7,18.8,21.8,14.0,26.1,12.3,72.4,68.7,,,,,,,,,,98.0,,,,,,0.5,0.2,-10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.65753424657535,3.5616438356164384,36.986301369863014,13.835616438356164,83.01369863013699,81.0958904109589,60.136986301369866,,0.5,0.5,0.5,61.8,70.9,56.8,49.2,27.1,50.1,59.1,11.8,50.0,56.8,40.3,Sweet 16,6,False,False,True,False,False,112
2026,Colorado,7,17,57,0.531,11.2,10.37,80.0,79.4,75.7,35.3,34.9,36.2,29.1,29.5,14.6,117.9,106.7,,,,,,,,,,77.0,,,69.6,15.6,37.0,0.0,0.125,-14.8,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,0.7588,53.1,53.0,13.835616438356164,49.17808219178082,20.958904109589042,28.63013698630137,50.821917808219176,52.465753424657535,15.342465753424658,,0.5,0.5,0.5,45.6,69.7,64.5,44.5,54.8,50.1,61.8,7.9,50.0,56.8,43.7,Sweet 16,6,False,False,True,False,False,113
2026,UNC Greensboro,9,15,328,0.441,-11.29,-6.01,78.6,80.5,70.7,36.1,23.1,23.8,10.1,25.4,10.2,76.8,82.3,,,,,,,,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.58904109589041,16.43835616438356,80.54794520547945,2.191780821917808,95.8904109589041,85.34246575342466,66.84931506849315,,0.5,0.5,0.5,57.6,63.3,62.2,72.4,11.1,50.1,56.7,6.6,50.0,56.7,35.3,Sweet 16,6,False,False,True,False,False,114
2026,UC Irvine,15,23,321,0.676,5.2,-1.4,77.4,68.4,69.19999999999999,33.3,28.2,36.1,30.4,31.4,17.7,102.9,97.7,,,,,,,,,,117.0,,,69.3,18.7,33.3,1.0,0.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,-5.2,0.6462,49.7,45.1,61.78082191780822,23.28767123287671,31.917808219178085,73.6986301369863,39.178082191780824,32.054794520547944,78.9041095890411,,0.5,0.5,0.5,65.9,57.5,37.5,56.3,65.0,50.1,63.7,-6.2,50.0,56.5,45.2,Sweet 16,5,False,False,True,False,False,115
2026,Queens,13,21,247,0.618,-3.29,-4.96,84.9,82.9,73.9,36.0,28.3,22.5,10.2,23.6,10.7,83.4,84.4,,,,,,,,,,189.0,,,,,,1.0,0.5,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.06849315068493,16.986301369863014,56.71232876712329,6.301369863013699,95.34246575342465,95.06849315068493,36.02739726027397,,0.5,0.5,0.5,55.1,58.7,67.1,75.7,12.8,50.1,44.9,13.8,50.0,56.4,35.2,Sweet 16,8,False,False,True,False,False,116
2026,Dayton,12,23,66,0.697,10.6,4.11,74.7,69.9,75.5,33.9,41.3,47.2,26.9,30.2,17.5,110.7,100.1,,,,,,,,,,69.0,,,68.2,21.5,35.4,0.0,0.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,0.7625,52.3,50.9,31.36986301369863,26.027397260273972,21.91780821917808,71.78082191780823,67.94520547945206,45.06849315068493,16.84931506849315,,0.5,0.5,0.5,59.0,68.9,51.3,42.8,49.5,50.1,71.0,-2.1,50.0,56.3,44.4,Sweet 16,4,False,False,True,False,False,117
2026,Wright State,15,23,361,0.676,3.9,-4.43,80.7,73.4,73.6,36.3,33.7,37.2,33.5,28.8,16.5,112.1,108.2,,,,,,,,,,,,,67.7,16.4,33.3,0.5,0.75,4.2,,,,,,,,,,,,,,,,,,,,,,,,,-6.7,0.6004,54.5,52.5,27.808219178082194,56.849315068493155,34.24657534246575,55.06849315068493,16.301369863013697,61.09589041095891,38.49315068493151,,0.5,0.5,0.5,47.1,60.3,54.8,56.7,64.7,50.1,71.9,-11.6,50.0,56.2,44.5,Sweet 16,4,False,False,True,False,False,118
2026,Syracuse,6,15,298,0.469,11.3,9.55,75.0,74.2,64.8,33.2,36.6,36.0,29.2,33.1,15.9,114.7,103.4,,,,,,,,,,86.0,,,68.4,17.6,34.1,0.5,0.143,-15.1,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,0.7678,52.6,50.1,20.273972602739725,37.80821917808219,20.54794520547945,46.16438356164384,50.0,14.657534246575343,98.9041095890411,,0.5,0.5,0.5,64.2,69.0,40.3,32.3,68.5,50.1,57.7,11.3,50.0,56.1,48.7,Sweet 16,6,False,False,True,False,False,119
2026,New Orleans,12,15,202,0.455,-3.95,-0.79,74.5,77.7,74.3,31.8,18.8,25.8,12.1,25.4,14.4,74.3,77.9,,,,,,,,,,215.0,,,,,,1.0,0.6,-11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.15068493150685,13.698630136986301,59.178082191780824,26.438356164383563,87.67123287671232,85.34246575342466,30.82191780821918,,0.5,0.5,0.5,56.2,59.5,56.9,75.4,19.1,50.1,39.6,19.9,50.0,56.0,36.9,Sweet 16,9,False,False,True,True,False,120
2026,Furman,10,22,95,0.647,-3.22,-6.12,76.5,70.5,69.0,32.7,27.1,18.3,10.9,27.1,11.9,74.7,72.3,,,,,,,,,,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6027397260274,7.671232876712329,56.43835616438356,11.36986301369863,92.19178082191782,74.93150684931507,80.82191780821918,,0.5,0.5,0.5,61.8,58.2,52.0,73.4,21.3,50.1,48.6,9.6,50.0,55.9,37.8,Sweet 16,7,False,False,True,False,False,121
2026,Memphis,8,13,170,0.406,4.8,5.43,75.2,76.7,72.1,31.9,33.6,34.3,35.1,35.7,19.0,107.6,102.8,,,,,,,,,,134.0,,,70.9,18.7,30.1,0.5,0.0,-14.0,,,,,,,,,,,,,,,,,,,,,,,,,-8.8,0.6274,49.0,48.8,41.917808219178085,34.38356164383561,32.602739726027394,89.86301369863014,9.315068493150685,3.5616438356164384,55.75342465753425,,0.5,0.5,0.5,70.1,57.1,36.1,34.7,88.3,50.1,46.2,10.9,50.0,55.9,51.2,Sweet 16,8,False,False,True,False,False,122
2026,Saint Joseph's,13,22,259,0.667,5.7,0.97,73.3,69.9,74.3,30.5,45.8,30.6,31.2,30.9,16.9,107.4,101.7,,,,,,,,,,121.0,,,69.2,15.2,31.9,0.5,0.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,-3.6,0.6523,49.4,47.4,42.87671232876713,30.82191780821918,30.273972602739725,60.95890410958904,33.97260273972603,36.986301369863014,30.82191780821918,,0.5,0.5,0.5,61.1,59.2,47.2,46.5,66.0,50.1,57.1,2.1,50.0,55.9,46.6,Sweet 16,6,False,False,True,False,False,123
2026,Tennessee-Martin,13,22,305,0.667,-5.91,-9.05,69.8,63.2,67.7,30.4,26.4,20.7,13.9,26.0,14.4,67.1,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.21917808219179,0.821917808219178,64.65753424657534,26.438356164383563,83.56164383561644,81.78082191780823,90.41095890410958,,0.5,0.5,0.5,61.4,65.6,43.8,68.2,21.1,50.1,65.2,0.4,50.0,55.8,38.8,Sweet 16,5,False,False,True,False,False,124
